id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1.31e+18,2020-09-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MySportsUpdate: A fan attending last week's #Texans-#Chiefs game tested positive for COVID-19. The team used their contact tracing mech…,en,0.0,2723.0,IMP_Shoota,"Texans, Chiefs",MySportsUpdate,,RT Ġ@ My Sports Update : ĠA Ġfan Ġattending Ġlast Ġweek 's Ġ# Tex ans - # Chief s Ġgame Ġtested Ġpositive Ġfor ĠCO VID - 19 . ĠThe Ġteam Ġused Ġtheir Ġcontact Ġtracing Ġmech âĢ¦,0.3182,0.0,0.839,0.161,pos,"[""RT Ġ@ My Sports Update : ĠA Ġfan Ġattending Ġlast Ġweek 's Ġ# Tex ans - # Chief s Ġgame Ġtested Ġpositive Ġfor ĠCO VID - 19 . ĠThe Ġteam Ġused Ġtheir Ġcontact Ġtracing Ġmech âĢ¦"", ('vaccine', 0.6381381750106812), ('infection', 0.274728387594223), ('death', 0.08713343739509583)]"
1.31e+18,2020-09-27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ottawasuncom: PASSING GRADE? Almost 20 per cent of Ottawa schools have reported case of COVID-19 https://t.co/vMAj5w9IMM https://t.co/F…,en,0.0,3918.0,kathlene_k,,ottawasuncom,,RT Ġ@ ott aw as un com : ĠPASS ING ĠGR ADE ? ĠAlmost Ġ20 Ġper Ġcent Ġof ĠOttawa Ġschools Ġhave Ġreported Ġcase Ġof ĠCO VID - 19 Ġhttps :// t . co / v MA j 5 w 9 IM M Ġhttps :// t . co / F âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ ott aw as un com : ĠPASS ING ĠGR ADE ? ĠAlmost Ġ20 Ġper Ġcent Ġof ĠOttawa Ġschools Ġhave Ġreported Ġcase Ġof ĠCO VID - 19 Ġhttps :// t . co / v MA j 5 w 9 IM M Ġhttps :// t . co / F âĢ¦', ('infection', 0.6535071134567261), ('vaccine', 0.186636283993721), ('death', 0.15985657274723053)]"
1.31e+18,2020-09-28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @StateofusAll: Did you guys know ""Judge Amy Coney Barrett Recently Approved Democrat COVID-19 Lockdown Policies"" I sure didn't, very con…",en,0.0,0.0,HotInEER,,StateofusAll,,"RT Ġ@ State of us All : ĠDid Ġyou Ġguys Ġknow Ġ"" Judge ĠAmy ĠC oney ĠBarrett ĠRecently ĠAppro ved ĠDemocrat ĠCO VID - 19 ĠLock down ĠPolicies "" ĠI Ġsure Ġdidn 't , Ġvery Ġcon âĢ¦",0.3182,0.0,0.85,0.15,pos,"['RT Ġ@ State of us All : ĠDid Ġyou Ġguys Ġknow Ġ"" Judge ĠAmy ĠC oney ĠBarrett ĠRecently ĠAppro ved ĠDemocrat ĠCO VID - 19 ĠLock down ĠPolicies "" ĠI Ġsure Ġdidn \'t , Ġvery Ġcon âĢ¦', ('infection', 0.4826872646808624), ('vaccine', 0.30035391449928284), ('death', 0.21695879101753235)]"
1.3e+18,2020-09-02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@cbic_india @PMOIndia @FinMinIndia @narendramodi @nsitharaman GST officials need reason for Revocation of Cancellat… https://t.co/3NjvP6B59B,en,0.0,1853.0,ManjunathaMK14,,"cbic_india, PMOIndia, FinMinIndia, narendramodi, nsitharaman",,@ cb ic _ ind ia Ġ@ PM O India Ġ@ Fin Min India Ġ@ n are nd ram odi Ġ@ ns ith ar aman ĠGST Ġofficials Ġneed Ġreason Ġfor ĠRev ocation Ġof ĠCance ll at âĢ¦ Ġhttps :// t . co / 3 N j vP 6 B 59 B,0.0,0.0,1.0,0.0,neu,"['@ cb ic _ ind ia Ġ@ PM O India Ġ@ Fin Min India Ġ@ n are nd ram odi Ġ@ ns ith ar aman ĠGST Ġofficials Ġneed Ġreason Ġfor ĠRev ocation Ġof ĠCance ll at âĢ¦ Ġhttps :// t . co / 3 N j vP 6 B 59 B', ('infection', 0.5112943649291992), ('vaccine', 0.332761287689209), ('death', 0.15594430267810822)]"
1.3e+18,2020-09-06,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@SMTuffy Totally agree, it is potential market volatility from a so called  hard-transitional-period-end rather tha… https://t.co/kzdbNdzG2Q",en,0.0,69.0,SJinEurope,,SMTuffy,London,"@ SM T uffy ĠTotally Ġagree , Ġit Ġis Ġpotential Ġmarket Ġvolatility Ġfrom Ġa Ġso Ġcalled Ġ Ġhard - trans itional - period - end Ġrather Ġtha âĢ¦ Ġhttps :// t . co / k z db N d z G 2 Q",-0.1027,0.113,0.887,0.0,neg,"['@ SM T uffy ĠTotally Ġagree , Ġit Ġis Ġpotential Ġmarket Ġvolatility Ġfrom Ġa Ġso Ġcalled Ġ Ġhard - trans itional - period - end Ġrather Ġtha âĢ¦ Ġhttps :// t . co / k z db N d z G 2 Q', ('death', 0.48720234632492065), ('vaccine', 0.2900709807872772), ('infection', 0.22272668778896332)]"
1.31e+18,2020-09-28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Interactive COVID-19 dashboard: https://t.co/VlVIUuEpIo.  Dashboard tutorial video: https://t.co/e4h5cSubOh  Today'… https://t.co/GvWEkO15ro,en,0.0,81.0,GCHDinfo,,,Galveston County,Inter active ĠCO VID - 19 Ġdashboard : Ġhttps :// t . co / V l VI U u Ep I o . Ġ ĠDash board Ġtutorial Ġvideo : Ġhttps :// t . co / e 4 h 5 c Sub Oh Ġ ĠToday ' âĢ¦ Ġhttps :// t . co / G v WE k O 15 ro,0.0,0.0,1.0,0.0,neu,"[""Inter active ĠCO VID - 19 Ġdashboard : Ġhttps :// t . co / V l VI U u Ep I o . Ġ ĠDash board Ġtutorial Ġvideo : Ġhttps :// t . co / e 4 h 5 c Sub Oh Ġ ĠToday ' âĢ¦ Ġhttps :// t . co / G v WE k O 15 ro"", ('infection', 0.4739020764827728), ('vaccine', 0.3827129304409027), ('death', 0.14338500797748566)]"
1.32e+18,2020-10-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @cnnbrk: A man has been arrested after allegedly threatening to kidnap the mayor of Wichita, Kansas, over the city's Covid-19 mask ordin…",en,0.0,2.0,woodruff_oliver,,cnnbrk,,"RT Ġ@ c nn br k : ĠA Ġman Ġhas Ġbeen Ġarrested Ġafter Ġallegedly Ġthreatening Ġto Ġkidnap Ġthe Ġmayor Ġof ĠWichita , ĠKansas , Ġover Ġthe Ġcity 's ĠCov id - 19 Ġmask Ġord in âĢ¦",-0.6124,0.333,0.667,0.0,neg,"[""RT Ġ@ c nn br k : ĠA Ġman Ġhas Ġbeen Ġarrested Ġafter Ġallegedly Ġthreatening Ġto Ġkidnap Ġthe Ġmayor Ġof ĠWichita , ĠKansas , Ġover Ġthe Ġcity 's ĠCov id - 19 Ġmask Ġord in âĢ¦"", ('infection', 0.5775339603424072), ('death', 0.2607423961162567), ('vaccine', 0.16172361373901367)]"
1.31e+18,2020-10-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @michaeljohns: Before #China's Communist Party released the #coronavirus pandemic on the U.S. and the world, @realdonaldtrump had unempl…",en,0.0,6905.0,GoldnemovesGold,"China, coronavirus","michaeljohns, realDonaldTrump",United States,"RT Ġ@ m ichael john s : ĠBefore Ġ# China 's ĠCommunist ĠParty Ġreleased Ġthe Ġ# cor on av irus Ġpand emic Ġon Ġthe ĠU . S . Ġand Ġthe Ġworld , Ġ@ re ald on ald trump Ġhad Ġun empl âĢ¦",0.0,0.0,1.0,0.0,neu,"[""RT Ġ@ m ichael john s : ĠBefore Ġ# China 's ĠCommunist ĠParty Ġreleased Ġthe Ġ# cor on av irus Ġpand emic Ġon Ġthe ĠU . S . Ġand Ġthe Ġworld , Ġ@ re ald on ald trump Ġhad Ġun empl âĢ¦"", ('infection', 0.39816954731941223), ('death', 0.3766626715660095), ('vaccine', 0.22516776621341705)]"
1.32e+18,2020-10-15,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>","Once the end of COVID-19 is in sight, you can almost bet timeshares will eagerly make up for their losses by target… https://t.co/2j4cbl3XXW",en,0.0,0.0,VacationOwners1,,,"Malibu, CA","Once Ġthe Ġend Ġof ĠCO VID - 19 Ġis Ġin Ġsight , Ġyou Ġcan Ġalmost Ġbet Ġtimes ha res Ġwill Ġeagerly Ġmake Ġup Ġfor Ġtheir Ġlosses Ġby Ġtarget âĢ¦ Ġhttps :// t . co / 2 j 4 c bl 3 XX W",-0.3182,0.204,0.796,0.0,neg,"['Once Ġthe Ġend Ġof ĠCO VID - 19 Ġis Ġin Ġsight , Ġyou Ġcan Ġalmost Ġbet Ġtimes ha res Ġwill Ġeagerly Ġmake Ġup Ġfor Ġtheir Ġlosses Ġby Ġtarget âĢ¦ Ġhttps :// t . co / 2 j 4 c bl 3 XX W', ('death', 0.46912622451782227), ('vaccine', 0.3707837164402008), ('infection', 0.1600901186466217)]"
1.3e+18,2020-08-22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @AfricaCheck: Many lockdown restrictions around #SouthAfrica’s battered tourism industry have been lifted. Earlier, transport minister @…",en,0.0,272.0,scividence,SouthAfrica,AfricaCheck,South Africa,"RT Ġ@ Af rica Check : ĠMany Ġlockdown Ġrestrictions Ġaround Ġ# South Af rica âĢ Ļ s Ġbattered Ġtourism Ġindustry Ġhave Ġbeen Ġlifted . ĠEarlier , Ġtransport Ġminister Ġ@ âĢ¦",-0.3818,0.206,0.794,0.0,neg,"['RT Ġ@ Af rica Check : ĠMany Ġlockdown Ġrestrictions Ġaround Ġ# South Af rica âĢ Ļ s Ġbattered Ġtourism Ġindustry Ġhave Ġbeen Ġlifted . ĠEarlier , Ġtransport Ġminister Ġ@ âĢ¦', ('infection', 0.4630332589149475), ('vaccine', 0.3235291838645935), ('death', 0.2134374976158142)]"
1.31e+18,2020-10-04,,RT @GlobalPandemics: ALERT: All the People in the White House Orbit Who Have Tested Positive for COVID-19 - Global Pandemic News | #Coronav…,en,0.0,3.0,wptawp,,GlobalPandemics,,RT Ġ@ Global P andem ics : ĠAL ERT : ĠAll Ġthe ĠPeople Ġin Ġthe ĠWhite ĠHouse ĠOrbit ĠWho ĠHave ĠTest ed ĠPositive Ġfor ĠCO VID - 19 Ġ- ĠGlobal ĠPand emic ĠNews Ġ| Ġ# Cor on av âĢ¦,0.296,0.0,0.82,0.18,pos,"['RT Ġ@ Global P andem ics : ĠAL ERT : ĠAll Ġthe ĠPeople Ġin Ġthe ĠWhite ĠHouse ĠOrbit ĠWho ĠHave ĠTest ed ĠPositive Ġfor ĠCO VID - 19 Ġ- ĠGlobal ĠPand emic ĠNews Ġ| Ġ# Cor on av âĢ¦', ('vaccine', 0.5881994366645813), ('infection', 0.3044529855251312), ('death', 0.10734754055738449)]"
1.31e+18,2020-09-20,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Bangalore Bioinnovation Centre startups line up items to battle Covid-19 unfold, Engineering News, ETtech https://t.co/Bp2Jr6YgGJ",en,0.0,9752.0,Latest10News,,,,"Bang alore ĠBio inn ovation ĠCentre Ġstartups Ġline Ġup Ġitems Ġto Ġbattle ĠCov id - 19 Ġunfold , ĠEngineering ĠNews , ĠET tech Ġhttps :// t . co / B p 2 Jr 6 Y g G J",0.0,0.0,1.0,0.0,neu,"['Bang alore ĠBio inn ovation ĠCentre Ġstartups Ġline Ġup Ġitems Ġto Ġbattle ĠCov id - 19 Ġunfold , ĠEngineering ĠNews , ĠET tech Ġhttps :// t . co / B p 2 Jr 6 Y g G J', ('vaccine', 0.48312631249427795), ('infection', 0.38491445779800415), ('death', 0.13195925951004028)]"
1.31e+18,2020-10-10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TimOBrien: Trump is telling Rush Limbaugh right now that there is a ""cure"" already available for Covid-19. “We have a cure. More than j…",en,0.0,3.0,SheriLK62,,TimOBrien,"North Carolina, USA","RT Ġ@ Tim OB rien : ĠTrump Ġis Ġtelling ĠRush ĠLimbaugh Ġright Ġnow Ġthat Ġthere Ġis Ġa Ġ"" c ure "" Ġalready Ġavailable Ġfor ĠCov id - 19 . ĠâĢ ľ We Ġhave Ġa Ġcure . ĠMore Ġthan Ġj âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ Tim OB rien : ĠTrump Ġis Ġtelling ĠRush ĠLimbaugh Ġright Ġnow Ġthat Ġthere Ġis Ġa Ġ"" c ure "" Ġalready Ġavailable Ġfor ĠCov id - 19 . ĠâĢ ľ We Ġhave Ġa Ġcure . ĠMore Ġthan Ġj âĢ¦', ('vaccine', 0.5809199810028076), ('infection', 0.33016449213027954), ('death', 0.08891553431749344)]"
1.31e+18,2020-09-20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @PaulBrandITV: Because already homes are being asked to prepare to take patients with Covid-19 from hospital. Again.👇 https://t.co/xTCgx…,en,0.0,33.0,texhewson,,PaulBrandITV,"Exeter, England",RT Ġ@ Paul Brand IT V : ĠBecause Ġalready Ġhomes Ġare Ġbeing Ġasked Ġto Ġprepare Ġto Ġtake Ġpatients Ġwith ĠCov id - 19 Ġfrom Ġhospital . ĠAgain . ðŁĳ ĩ Ġhttps :// t . co / x TC g x âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ Paul Brand IT V : ĠBecause Ġalready Ġhomes Ġare Ġbeing Ġasked Ġto Ġprepare Ġto Ġtake Ġpatients Ġwith ĠCov id - 19 Ġfrom Ġhospital . ĠAgain . ðŁĳ ĩ Ġhttps :// t . co / x TC g x âĢ¦', ('infection', 0.45962920784950256), ('vaccine', 0.4349273145198822), ('death', 0.10544344037771225)]"
1.31e+18,2020-09-24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @thehill: Missouri Gov. Mike Parson tests positive for COVID-19 https://t.co/wwlJmJJgB5 https://t.co/5VqhvBYL76,en,0.0,1640.0,DT17067889,,thehill,,RT Ġ@ the hill : ĠMissouri ĠGov . ĠMike ĠP arson Ġtests Ġpositive Ġfor ĠCO VID - 19 Ġhttps :// t . co / ww l J m JJ g B 5 Ġhttps :// t . co / 5 V q h v BY L 76,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ the hill : ĠMissouri ĠGov . ĠMike ĠP arson Ġtests Ġpositive Ġfor ĠCO VID - 19 Ġhttps :// t . co / ww l J m JJ g B 5 Ġhttps :// t . co / 5 V q h v BY L 76', ('death', 0.5015469789505005), ('infection', 0.35521477460861206), ('vaccine', 0.14323827624320984)]"
1.3e+18,2020-08-23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","COVID-19 Zimbabwe Update 23 August 2020    Total tests : 852  Recovered: 4,872 Active Cases: 903 Confirmed cases: 5… https://t.co/285TBFM1mz",en,0.0,442.0,2023CallCentre,,,Zimbabwe,"CO VID - 19 ĠZimbabwe ĠUpdate Ġ23 ĠAugust Ġ2020 Ġ Ġ Ġ ĠTotal Ġtests Ġ: Ġ8 52 Ġ ĠRec overed : Ġ4 , 8 72 ĠActive ĠCases : Ġ9 03 ĠConf irmed Ġcases : Ġ5 âĢ¦ Ġhttps :// t . co / 285 TB FM 1 m z",0.0,0.0,1.0,0.0,neu,"['CO VID - 19 ĠZimbabwe ĠUpdate Ġ23 ĠAugust Ġ2020 Ġ Ġ Ġ ĠTotal Ġtests Ġ: Ġ8 52 Ġ ĠRec overed : Ġ4 , 8 72 ĠActive ĠCases : Ġ9 03 ĠConf irmed Ġcases : Ġ5 âĢ¦ Ġhttps :// t . co / 285 TB FM 1 m z', ('vaccine', 0.33854028582572937), ('death', 0.3370489776134491), ('infection', 0.3244107663631439)]"
1.31e+18,2020-09-26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MotherJones: COVID-19 cases are rising, especially in Trump country https://t.co/a4ASgT5uq9",en,0.0,7.0,Oldlady12345,,MotherJones,"Fitchburg, WI","RT Ġ@ Mother Jones : ĠCO VID - 19 Ġcases Ġare Ġrising , Ġespecially Ġin ĠTrump Ġcountry Ġhttps :// t . co / a 4 AS g T 5 u q 9",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ Mother Jones : ĠCO VID - 19 Ġcases Ġare Ġrising , Ġespecially Ġin ĠTrump Ġcountry Ġhttps :// t . co / a 4 AS g T 5 u q 9', ('vaccine', 0.6597304344177246), ('infection', 0.22073189914226532), ('death', 0.11953773349523544)]"
1.31e+18,2020-09-24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @distellgroup: Wishing you a happy #HeritageDay from our Distell family to yours.  Remember to celebrate safely and drink responsibly. #…,en,0.0,0.0,mahlatseshorty1,HeritageDay,distellgroup,"Polokwane, South Africa",RT Ġ@ dist ell group : ĠW ishing Ġyou Ġa Ġhappy Ġ# Her itage Day Ġfrom Ġour ĠDist ell Ġfamily Ġto Ġyours . Ġ ĠRemember Ġto Ġcelebrate Ġsafely Ġand Ġdrink Ġresponsibly . Ġ# âĢ¦,0.6808,0.0,0.556,0.444,pos,"['RT Ġ@ dist ell group : ĠW ishing Ġyou Ġa Ġhappy Ġ# Her itage Day Ġfrom Ġour ĠDist ell Ġfamily Ġto Ġyours . Ġ ĠRemember Ġto Ġcelebrate Ġsafely Ġand Ġdrink Ġresponsibly . Ġ# âĢ¦', ('vaccine', 0.5867905616760254), ('infection', 0.2703593969345093), ('death', 0.14285004138946533)]"
1.31e+18,2020-09-22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tommy DeVito, original Four Seasons member, dead at 92 from Covid-19 #SmartNews (May he Rest In Peace) https://t.co/hre4vV2iHW",en,0.0,0.0,monkeybone64,SmartNews,,"St. Louis, MO","Tom my ĠDeV ito , Ġoriginal ĠFour ĠSeasons Ġmember , Ġdead Ġat Ġ92 Ġfrom ĠCov id - 19 Ġ# Smart News Ġ( May Ġhe ĠRest ĠIn ĠPeace ) Ġhttps :// t . co / h re 4 v V 2 i H W",-0.6486,0.301,0.699,0.0,neg,"['Tom my ĠDeV ito , Ġoriginal ĠFour ĠSeasons Ġmember , Ġdead Ġat Ġ92 Ġfrom ĠCov id - 19 Ġ# Smart News Ġ( May Ġhe ĠRest ĠIn ĠPeace ) Ġhttps :// t . co / h re 4 v V 2 i H W', ('death', 0.9861412048339844), ('infection', 0.007264026906341314), ('vaccine', 0.00659476313740015)]"
1.31e+18,2020-09-29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @EdinburghUni: Calling all students! 📢 Make sure to follow ➡️ @EdinUniStudents  They post important updates just for you on everything h…,en,0.0,78.0,vidmarmatjaz,,"EdinburghUni, EdinUniStudents",Scotland & Slovenia,RT Ġ@ Ed inburgh Un i : ĠCalling Ġall Ġstudents ! ĠðŁ ĵ ¢ ĠMake Ġsure Ġto Ġfollow Ġâ ŀ ¡ ï¸ı Ġ@ Ed in Un i Students Ġ ĠThey Ġpost Ġimportant Ġupdates Ġjust Ġfor Ġyou Ġon Ġeverything Ġh âĢ¦,0.3182,0.0,0.777,0.223,pos,"['RT Ġ@ Ed inburgh Un i : ĠCalling Ġall Ġstudents ! ĠðŁ ĵ ¢ ĠMake Ġsure Ġto Ġfollow Ġâ ŀ ¡ ï¸ı Ġ@ Ed in Un i Students Ġ ĠThey Ġpost Ġimportant Ġupdates Ġjust Ġfor Ġyou Ġon Ġeverything Ġh âĢ¦', ('infection', 0.46882033348083496), ('vaccine', 0.33221614360809326), ('death', 0.19896359741687775)]"
1.32e+18,2020-10-19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @aidilarazak: Selangor hasn't received granular Covid-19 data since early this month, hobbling the state's efforts to curb the outbreak.…",en,0.0,0.0,fatinzk,,aidilarazak,Rhode Island,"RT Ġ@ aid ilar az ak : ĠSel ang or Ġhasn 't Ġreceived Ġgran ular ĠCov id - 19 Ġdata Ġsince Ġearly Ġthis Ġmonth , Ġhob bling Ġthe Ġstate 's Ġefforts Ġto Ġcurb Ġthe Ġoutbreak . âĢ¦",0.0,0.0,1.0,0.0,neu,"[""RT Ġ@ aid ilar az ak : ĠSel ang or Ġhasn 't Ġreceived Ġgran ular ĠCov id - 19 Ġdata Ġsince Ġearly Ġthis Ġmonth , Ġhob bling Ġthe Ġstate 's Ġefforts Ġto Ġcurb Ġthe Ġoutbreak . âĢ¦"", ('infection', 0.6219549775123596), ('vaccine', 0.2984202802181244), ('death', 0.07962466031312943)]"
1.31e+18,2020-09-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Earn money online , I now getting difficult in every field like blogging -  new blogger are joining in covid -19; w… https://t.co/mQ6PfrkE2O",en,0.0,0.0,sanjuteach,,,,"Earn Ġmoney Ġonline Ġ, ĠI Ġnow Ġgetting Ġdifficult Ġin Ġevery Ġfield Ġlike Ġblogging Ġ- Ġ Ġnew Ġblogger Ġare Ġjoining Ġin Ġcov id Ġ- 19 ; Ġw âĢ¦ Ġhttps :// t . co / m Q 6 P fr k E 2 O",0.296,0.145,0.581,0.273,pos,"['Earn Ġmoney Ġonline Ġ, ĠI Ġnow Ġgetting Ġdifficult Ġin Ġevery Ġfield Ġlike Ġblogging Ġ- Ġ Ġnew Ġblogger Ġare Ġjoining Ġin Ġcov id Ġ- 19 ; Ġw âĢ¦ Ġhttps :// t . co / m Q 6 P fr k E 2 O', ('vaccine', 0.6071844100952148), ('infection', 0.2677895724773407), ('death', 0.12502597272396088)]"
1.3e+18,2020-09-12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Readygov: Week two of National Preparedness Month focuses on building an emergency kit. Consider your individual needs &amp; pack all of yo…,en,0.0,2694.0,debbieaxiom,,Readygov,"Alderney, Channel Islands",RT Ġ@ Ready gov : ĠWeek Ġtwo Ġof ĠNational ĠPrep ared ness ĠMonth Ġfocuses Ġon Ġbuilding Ġan Ġemergency Ġkit . ĠConsider Ġyour Ġindividual Ġneeds Ġ& amp ; Ġpack Ġall Ġof Ġyo âĢ¦,0.2263,0.0,0.872,0.128,pos,"['RT Ġ@ Ready gov : ĠWeek Ġtwo Ġof ĠNational ĠPrep ared ness ĠMonth Ġfocuses Ġon Ġbuilding Ġan Ġemergency Ġkit . ĠConsider Ġyour Ġindividual Ġneeds Ġ& amp ; Ġpack Ġall Ġof Ġyo âĢ¦', ('vaccine', 0.6971020698547363), ('infection', 0.16865764558315277), ('death', 0.1342403143644333)]"
1.31e+18,2020-10-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@thespybrief For U.S. ag scientists who devote their professional lives to improving our ag varieties--upon which f… https://t.co/9IL8ou3DgO,en,0.0,1151.0,BroderWriter,,thespybrief,Southern California,@ t hes py b rief ĠFor ĠU . S . Ġag Ġscientists Ġwho Ġdevote Ġtheir Ġprofessional Ġlives Ġto Ġimproving Ġour Ġag Ġvarieties -- upon Ġwhich Ġf âĢ¦ Ġhttps :// t . co / 9 IL 8 ou 3 D g O,0.0,0.0,1.0,0.0,neu,"['@ t hes py b rief ĠFor ĠU . S . Ġag Ġscientists Ġwho Ġdevote Ġtheir Ġprofessional Ġlives Ġto Ġimproving Ġour Ġag Ġvarieties -- upon Ġwhich Ġf âĢ¦ Ġhttps :// t . co / 9 IL 8 ou 3 D g O', ('vaccine', 0.5285817384719849), ('infection', 0.30938854813575745), ('death', 0.1620297133922577)]"
1.31e+18,2020-10-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @1MUKESHPANJWANI: @FinMinIndia @nsitharaman @nsitharamanoffc @Anurag_Office @PIB_India @CVCIndia @DDNewslive @DFS_India @TheOfficialSBI…,en,0.0,13.0,AHMEDAL10746790,,"1MUKESHPANJWANI, FinMinIndia, nsitharaman, nsitharamanoffc, Anurag_Office, PIB_India, CVCIndia, DDNewslive, DFS_India, TheOfficialSBI",,RT Ġ@ 1 M UK ES HP AN J W ANI : Ġ@ Fin Min India Ġ@ ns ith ar aman Ġ@ ns ith ar aman off c Ġ@ An ur ag _ Office Ġ@ P IB _ India Ġ@ C VC India Ġ@ DD New sl ive Ġ@ DF S _ India Ġ@ The Official S BI âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ 1 M UK ES HP AN J W ANI : Ġ@ Fin Min India Ġ@ ns ith ar aman Ġ@ ns ith ar aman off c Ġ@ An ur ag _ Office Ġ@ P IB _ India Ġ@ C VC India Ġ@ DD New sl ive Ġ@ DF S _ India Ġ@ The Official S BI âĢ¦', ('infection', 0.46882539987564087), ('vaccine', 0.3976024091243744), ('death', 0.13357222080230713)]"
1.31e+18,2020-09-27,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Patriot86589254: Mr @adarpoonawalla needs to worry more about getting regulatory approvals than gov't finances. There are capable men a…,en,0.0,0.0,narendranath_ak,,"Patriot86589254, adarpoonawalla",,RT Ġ@ Pat riot 8 65 89 254 : ĠMr Ġ@ ad arp oon aw alla Ġneeds Ġto Ġworry Ġmore Ġabout Ġgetting Ġregulatory Ġapprovals Ġthan Ġgo v 't Ġfinances . ĠThere Ġare Ġcapable Ġmen Ġa âĢ¦,0.0,0.0,1.0,0.0,neu,"[""RT Ġ@ Pat riot 8 65 89 254 : ĠMr Ġ@ ad arp oon aw alla Ġneeds Ġto Ġworry Ġmore Ġabout Ġgetting Ġregulatory Ġapprovals Ġthan Ġgo v 't Ġfinances . ĠThere Ġare Ġcapable Ġmen Ġa âĢ¦"", ('vaccine', 0.3925219774246216), ('infection', 0.3830343186855316), ('death', 0.2244437038898468)]"
1.31e+18,2020-09-25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@AriesaSandino Nope. They are terrified and not thinking clearly. In Florida, lots of seniors are afraid of going o… https://t.co/GPmDjrd36N",en,0.0,0.0,ElGrogan1,,AriesaSandino,"New York, USA","@ A ries a Sand ino ĠNope . ĠThey Ġare Ġterrified Ġand Ġnot Ġthinking Ġclearly . ĠIn ĠFlorida , Ġlots Ġof Ġseniors Ġare Ġafraid Ġof Ġgoing Ġo âĢ¦ Ġhttps :// t . co / GP m D j rd 36 N",0.0,0.0,1.0,0.0,neu,"['@ A ries a Sand ino ĠNope . ĠThey Ġare Ġterrified Ġand Ġnot Ġthinking Ġclearly . ĠIn ĠFlorida , Ġlots Ġof Ġseniors Ġare Ġafraid Ġof Ġgoing Ġo âĢ¦ Ġhttps :// t . co / GP m D j rd 36 N', ('infection', 0.4318985342979431), ('death', 0.3705693185329437), ('vaccine', 0.19753211736679077)]"
